AIRPORT,TOTAL_FLIGHTS,CANCELLED_COUNT,DIVERTED_COUNT,CANCELLATION_RATE,DIVERSION_RATE,AVG_DEP_DELAY,STD_DEP_DELAY,MEDIAN_DEP_DELAY,AVG_ARR_DELAY,STD_ARR_DELAY,AVG_TAXI_OUT,AVG_AIR_TIME,AVG_DISTANCE,TOTAL_AIR_SYSTEM_DELAY,TOTAL_AIRLINE_DELAY,TOTAL_WEATHER_DELAY,TOTAL_LATE_AIRCRAFT_DELAY,NUM_AIRLINES,NUM_DESTINATIONS,PCT_WEATHER_DELAY,PCT_AIRLINE_DELAY,IATA_CODE,AIRPORT_NAME,STATE,LATITUDE,LONGITUDE,Cluster
12094,20,0,0,0.0,0.0,-4.2,13.972152755806064,-9.0,-5.9,17.225745725206604,13.7,30.75,141.0,26.0,0.0,0.0,62.0,1,1,0.0,0.0,0,0,0,0.0,0.0,0
12129,79,1,0,1.2658227848101267,0.0,14.820512820512821,72.13978918841657,-4.0,12.23076923076923,71.74412018569035,13.807692307692308,31.41025641025641,142.4102564102564,53.0,580.0,0.0,885.0,1,2,0.0,38.20816864295125,0,0,0,0.0,0.0,0
12156,133,0,0,0.0,0.0,0.7593984962406015,42.6394593134639,-5.0,0.03759398496240601,42.96834740847872,17.13533834586466,80.02255639097744,555.2857142857143,311.0,612.0,0.0,15.0,1,3,0.0,65.2452025586354,0,0,0,0.0,0.0,0
12173,3536,14,4,0.39592760180995473,0.11312217194570137,1.9724275156338829,33.184787450451594,-3.0,-1.4312109152927799,34.002395226814585,14.85986355884025,146.39567936327458,1235.3550312677658,593.0,9488.0,128.0,4026.0,5,27,0.8991921320688444,66.65261678960309,0,0,0,0.0,0.0,0
12177,50,0,0,0.0,0.0,-3.04,15.907846863630999,-6.5,-5.4,17.227173598825825,12.44,73.4,501.0,83.0,0.0,51.0,14.0,1,1,34.45945945945946,0.0,0,0,0,0.0,0.0,0
12191,4462,16,10,0.3585835948005379,0.22411474675033619,7.153742110009017,24.290236544853894,0.0,0.9562669071235347,26.933219496831068,10.58385933273219,94.36023444544635,698.157123534716,3410.0,11479.0,1536.0,11556.0,5,45,5.4894392623565995,41.02426646653086,0,0,0,0.0,0.0,0
12197,681,3,0,0.4405286343612335,0.0,5.800884955752212,33.16362281315324,-3.0,3.93952802359882,35.29559750623244,17.9188790560472,124.44542772861357,861.9749262536873,1548.0,3171.0,1.0,2113.0,3,8,0.014634860237084735,46.4071418117957,0,0,0,0.0,0.0,0
12206,269,3,0,1.1152416356877324,0.0,4.2105263157894735,34.382982326787925,-4.0,0.23308270676691728,34.684973032058735,9.413533834586467,47.50375939849624,283.74436090225566,68.0,790.0,49.0,1031.0,2,3,2.5283797729618165,40.76367389060888,0,0,0,0.0,0.0,0
12217,369,0,0,0.0,0.0,1.0975609756097562,25.32455028812683,-4.0,-3.289972899728997,28.129358256511594,15.718157181571815,52.43089430894309,304.8943089430894,601.0,479.0,13.0,698.0,3,4,0.7258514796203238,26.744835287548856,0,0,0,0.0,0.0,0
12255,50,0,0,0.0,0.0,-3.52,11.69203461632695,-7.0,-2.4,13.782568108791244,12.36,54.36,298.0,91.0,0.0,0.0,38.0,1,1,0.0,0.0,0,0,0,0.0,0.0,0
